sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint species shared
XHA-029 XHC-029 XHA XHC XH XH pre-abx Ruminococcus_bicirculans_59300 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Ruminococcus_bicirculans_59300 FALSE
XHA-064 XHC-064 XHA XHC XH XH final Ruminococcus_bicirculans_59300 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Ruminococcus_bicirculans_59300 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Ruminococcus_bicirculans_59300 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Ruminococcus_bicirculans_59300 FALSE
XIA-064 XIB-064 XIA XIB XI XI final Ruminococcus_bicirculans_59300 FALSE
XNA-029 XNB-029 XNA XNB XN XN pre-abx Ruminococcus_bicirculans_59300 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Ruminococcus_bicirculans_59300 FALSE
XJA-029 XJB-029 XJA XJB XJ XJ pre-abx Ruminococcus_bromii_62047 TRUE
XLA-001 XLB-001 XLA XLB XL XL initial Ruminococcus_bromii_62047 FALSE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Ruminococcus_bromii_62047 FALSE
XLA-036 XLB-036 XLA XLB XL XL post-abx Ruminococcus_bromii_62047 FALSE
XLA-064 XLB-064 XLA XLB XL XL final Ruminococcus_bromii_62047 FALSE
XOA-036 XOB-036 XOA XOB XO XO post-abx Ruminococcus_bromii_62047 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Ruminococcus_bromii_62047 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Ruminococcus_bromii_62047 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Ruminococcus_bromii_62047 FALSE
XGA-001 XGB-001 XGA XGB XG XG initial Ruminococcus_callidus_61479 TRUE
XGA-001 XGC-001 XGA XGC XG XG initial Ruminococcus_callidus_61479 TRUE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Ruminococcus_callidus_61479 TRUE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Ruminococcus_callidus_61479 TRUE
XGB-001 XGC-001 XGB XGC XG XG initial Ruminococcus_callidus_61479 TRUE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Ruminococcus_callidus_61479 TRUE
XGB-036 XGC-037 XGB XGC XG XG post-abx Ruminococcus_callidus_61479 TRUE
XGB-064 XGC-064 XGB XGC XG XG final Ruminococcus_callidus_61479 TRUE
XQA-001 XQB-001 XQA XQB XQ XQ initial Ruminococcus_callidus_61479 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Ruminococcus_callidus_61479 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Ruminococcus_lactaris_55568 FALSE
XBA-036 XBB-036 XBA XBB XB XB post-abx Ruminococcus_lactaris_55568 FALSE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Ruminococcus_lactaris_55568 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Ruminococcus_lactaris_55568 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Ruminococcus_lactaris_55568 FALSE
XPA-072 XPB-063 XPA XPB XP XP final Ruminococcus_lactaris_55568 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Ruminococcus_lactaris_55568 TRUE
XTA-064 XTB-065 XTA XTB XT XT final Ruminococcus_lactaris_55568 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Ruminococcus_obeum_61472 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Ruminococcus_obeum_61472 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Ruminococcus_obeum_61472 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Ruminococcus_sp_55468 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Ruminococcus_sp_55468 FALSE
XLA-001 XLB-001 XLA XLB XL XL initial Ruminococcus_sp_55468 FALSE
XLA-064 XLB-064 XLA XLB XL XL final Ruminococcus_sp_55468 TRUE
XNA-001 XNB-001 XNA XNB XN XN initial Ruminococcus_sp_55468 FALSE
XNA-064 XNB-064 XNA XNB XN XN final Ruminococcus_sp_55468 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Ruminococcus_sp_55468 FALSE
XOA-036 XOB-036 XOA XOB XO XO post-abx Ruminococcus_sp_55468 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Ruminococcus_sp_55468 FALSE
XQA-036 XQB-036 XQA XQB XQ XQ post-abx Ruminococcus_sp_55468 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Ruminococcus_sp_55468 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Ruminococcus_sp_55468 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Ruminococcus_sp_55468 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Ruminococcus_sp_55468 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Ruminococcus_sp_55468 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Ruminococcus_torques_62045 FALSE
XIA-064 XIC-064 XIA XIC XI XI final Ruminococcus_torques_62045 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Ruminococcus_torques_62045 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Sutterella_wadsworthensis_56828 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Sutterella_wadsworthensis_56828 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Sutterella_wadsworthensis_56828 FALSE
