species sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint sharedStrainFishing
Faecalibacterium_prausnitzii_62201 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Faecalibacterium_prausnitzii_62201 XAC-002 XAD-003 XAC XAD XA XA initial FALSE
Faecalibacterium_prausnitzii_62201 XAC-029 XAD-029 XAC XAD XA XA pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XAC-036 XAD-036 XAC XAD XA XA post-abx FALSE
Faecalibacterium_prausnitzii_62201 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Faecalibacterium_prausnitzii_62201 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XDA-029 XDB-029 XDA XDB XD XD pre-abx TRUE
Faecalibacterium_prausnitzii_62201 XDA-064 XDB-064 XDA XDB XD XD final TRUE
Faecalibacterium_prausnitzii_62201 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Faecalibacterium_prausnitzii_62201 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Faecalibacterium_prausnitzii_62201 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Faecalibacterium_prausnitzii_62201 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Faecalibacterium_prausnitzii_62201 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Faecalibacterium_prausnitzii_62201 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Faecalibacterium_prausnitzii_62201 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Faecalibacterium_prausnitzii_62201 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Faecalibacterium_prausnitzii_62201 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Faecalibacterium_prausnitzii_62201 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Faecalibacterium_prausnitzii_62201 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Faecalibacterium_prausnitzii_62201 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Faecalibacterium_prausnitzii_62201 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Faecalibacterium_prausnitzii_62201 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Faecalibacterium_prausnitzii_62201 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Faecalibacterium_prausnitzii_62201 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Faecalibacterium_prausnitzii_62201 YAA-001 YAB-001 YAA YAB YA YA initial FALSE
Faecalibacterium_prausnitzii_62201 YAA-001 YAC-001 YAA YAC YA YA initial FALSE
Faecalibacterium_prausnitzii_62201 YAA-001 YAD-001 YAA YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_62201 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_62201 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_62201 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Faecalibacterium_prausnitzii_62201 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Faecalibacterium_prausnitzii_62201 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Faecalibacterium_prausnitzii_62201 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Guyana_massiliensis_60772 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Guyana_massiliensis_60772 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Guyana_massiliensis_60772 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Guyana_massiliensis_60772 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Guyana_massiliensis_60772 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Guyana_massiliensis_60772 XGA-001 XGB-001 XGA XGB XG XG initial FALSE
Guyana_massiliensis_60772 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Guyana_massiliensis_60772 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Guyana_massiliensis_60772 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Guyana_massiliensis_60772 XGB-001 XGC-001 XGB XGC XG XG initial FALSE
Guyana_massiliensis_60772 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Guyana_massiliensis_60772 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Guyana_massiliensis_60772 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Guyana_massiliensis_60772 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Guyana_massiliensis_60772 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Guyana_massiliensis_60772 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Guyana_massiliensis_60772 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Guyana_massiliensis_60772 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Guyana_massiliensis_60772 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Guyana_massiliensis_60772 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Guyana_massiliensis_60772 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Guyana_massiliensis_60772 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Guyana_massiliensis_60772 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Guyana_massiliensis_60772 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Guyana_massiliensis_60772 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Guyana_massiliensis_60772 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Guyana_massiliensis_60772 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Guyana_massiliensis_60772 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Guyana_massiliensis_60772 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Guyana_massiliensis_60772 XUA-001 XUB-001 XUA XUB XU XU initial TRUE
Guyana_massiliensis_60772 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Guyana_massiliensis_60772 XVA-029 XVB-027 XVA XVB XV XV initial FALSE
Guyana_massiliensis_60772 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Guyana_massiliensis_60772 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Guyana_massiliensis_60772 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Guyana_massiliensis_60772 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Guyana_massiliensis_60772 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Guyana_massiliensis_60772 YBB-029 YBC-001 YBB YBC YB YB pre-abx FALSE
Guyana_massiliensis_60772 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Guyana_massiliensis_60772 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Lachnospiraceae_bacterium_51870 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Lachnospiraceae_bacterium_51870 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Odoribacter_splanchnicus_62174 XCA-001 XCB-001 XCA XCB XC XC initial FALSE
Odoribacter_splanchnicus_62174 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Odoribacter_splanchnicus_62174 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Odoribacter_splanchnicus_62174 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Odoribacter_splanchnicus_62174 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Odoribacter_splanchnicus_62174 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Odoribacter_splanchnicus_62174 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Odoribacter_splanchnicus_62174 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Odoribacter_splanchnicus_62174 XHA-003 XHB-001 XHA XHB XH XH initial FALSE
Odoribacter_splanchnicus_62174 XHA-029 XHB-029 XHA XHB XH XH pre-abx FALSE
Odoribacter_splanchnicus_62174 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Odoribacter_splanchnicus_62174 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Odoribacter_splanchnicus_62174 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Odoribacter_splanchnicus_62174 XLA-029 XLB-029 XLA XLB XL XL pre-abx FALSE
Odoribacter_splanchnicus_62174 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Odoribacter_splanchnicus_62174 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Odoribacter_splanchnicus_62174 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Odoribacter_splanchnicus_62174 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Odoribacter_splanchnicus_62174 XVA-001 XVB-001 XVA XVB XV XV initial TRUE
Odoribacter_splanchnicus_62174 XVA-029 XVB-027 XVA XVB XV XV initial TRUE
Odoribacter_splanchnicus_62174 XVA-029 XVB-027 XVA XVB XV XV pre-abx TRUE
Odoribacter_splanchnicus_62174 XVA-064 XVB-064 XVA XVB XV XV final TRUE
Odoribacter_splanchnicus_62174 YAB-001 YAC-001 YAB YAC YA YA initial TRUE
Odoribacter_splanchnicus_62174 YAB-001 YAD-001 YAB YAD YA YA initial TRUE
Odoribacter_splanchnicus_62174 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Odoribacter_splanchnicus_62174 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Odoribacter_splanchnicus_62174 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Odoribacter_splanchnicus_62174 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Odoribacter_splanchnicus_62174 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Odoribacter_splanchnicus_62174 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Oscillibacter_sp_60799 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Oscillibacter_sp_60799 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Oscillibacter_sp_60799 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Oscillibacter_sp_60799 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Oscillibacter_sp_60799 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Oscillibacter_sp_60799 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Oscillibacter_sp_60799 XIA-002 XIC-008 XIA XIC XI XI initial TRUE
Oscillibacter_sp_60799 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Oscillibacter_sp_60799 XIA-029 XIC-029 XIA XIC XI XI pre-abx TRUE
Oscillibacter_sp_60799 XIA-064 XIC-064 XIA XIC XI XI final TRUE
Oscillibacter_sp_60799 XIB-002 XIC-008 XIB XIC XI XI initial TRUE
Oscillibacter_sp_60799 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Oscillibacter_sp_60799 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Oscillibacter_sp_60799 XIB-064 XIC-064 XIB XIC XI XI final TRUE
Oscillibacter_sp_60799 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Oscillibacter_sp_60799 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Oscillibacter_sp_60799 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Oscillibacter_sp_60799 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Oscillibacter_sp_60799 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Parabacteroides_distasonis_56985 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Parabacteroides_distasonis_56985 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Parabacteroides_distasonis_56985 XAC-002 XAD-003 XAC XAD XA XA initial FALSE
Parabacteroides_distasonis_56985 XAC-029 XAD-029 XAC XAD XA XA pre-abx FALSE
Parabacteroides_distasonis_56985 XAC-036 XAD-036 XAC XAD XA XA post-abx FALSE
Parabacteroides_distasonis_56985 XAC-064 XAD-063 XAC XAD XA XA final FALSE
Parabacteroides_distasonis_56985 XBA-001 XBB-001 XBA XBB XB XB initial TRUE
Parabacteroides_distasonis_56985 XBA-029 XBB-029 XBA XBB XB XB pre-abx TRUE
Parabacteroides_distasonis_56985 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Parabacteroides_distasonis_56985 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Parabacteroides_distasonis_56985 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Parabacteroides_distasonis_56985 XFA-029 XFB-029 XFA XFB XF XF pre-abx TRUE
Parabacteroides_distasonis_56985 XGB-001 XGC-001 XGB XGC XG XG initial TRUE
Parabacteroides_distasonis_56985 XGB-036 XGC-037 XGB XGC XG XG post-abx TRUE
Parabacteroides_distasonis_56985 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Parabacteroides_distasonis_56985 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Parabacteroides_distasonis_56985 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Parabacteroides_distasonis_56985 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Parabacteroides_distasonis_56985 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Parabacteroides_distasonis_56985 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Parabacteroides_distasonis_56985 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Parabacteroides_distasonis_56985 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Parabacteroides_distasonis_56985 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Parabacteroides_distasonis_56985 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Parabacteroides_distasonis_56985 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Parabacteroides_distasonis_56985 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Parabacteroides_distasonis_56985 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Parabacteroides_distasonis_56985 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Parabacteroides_distasonis_56985 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Parabacteroides_distasonis_56985 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Parabacteroides_distasonis_56985 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Parabacteroides_distasonis_56985 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Parabacteroides_distasonis_56985 YBA-004 YBC-001 YBA YBC YB YB initial TRUE
Parabacteroides_distasonis_56985 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Parabacteroides_distasonis_56985 YBB-029 YBC-001 YBB YBC YB YB pre-abx FALSE
Parabacteroides_distasonis_56985 YCA-001 YCB-001 YCA YCB YC YC initial TRUE
Parabacteroides_distasonis_56985 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Parabacteroides_distasonis_56985 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Parabacteroides_distasonis_56985 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial TRUE
Parabacteroides_distasonis_56985 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Parabacteroides_johnsonii_55217 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Parabacteroides_johnsonii_55217 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Parabacteroides_merdae_56972 XAA-002 XAC-002 XAA XAC XA XA initial TRUE
Parabacteroides_merdae_56972 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Parabacteroides_merdae_56972 XFA-029 XFB-029 XFA XFB XF XF pre-abx TRUE
Parabacteroides_merdae_56972 XGA-001 XGB-001 XGA XGB XG XG initial TRUE
Parabacteroides_merdae_56972 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Parabacteroides_merdae_56972 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Parabacteroides_merdae_56972 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Parabacteroides_merdae_56972 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Parabacteroides_merdae_56972 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Parabacteroides_merdae_56972 XGB-001 XGC-001 XGB XGC XG XG initial TRUE
Parabacteroides_merdae_56972 XGB-029 XGC-029 XGB XGC XG XG pre-abx TRUE
Parabacteroides_merdae_56972 XGB-036 XGC-037 XGB XGC XG XG post-abx TRUE
Parabacteroides_merdae_56972 XGB-064 XGC-064 XGB XGC XG XG final TRUE
Parabacteroides_merdae_56972 XIA-036 XIB-036 XIA XIB XI XI post-abx TRUE
Parabacteroides_merdae_56972 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Parabacteroides_merdae_56972 XIA-064 XIB-064 XIA XIB XI XI final TRUE
Parabacteroides_merdae_56972 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Parabacteroides_merdae_56972 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Parabacteroides_merdae_56972 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Parabacteroides_merdae_56972 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Parabacteroides_merdae_56972 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Parabacteroides_merdae_56972 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Parabacteroides_merdae_56972 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Parabacteroides_merdae_56972 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial TRUE
Parabacteroides_merdae_56972 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Parabacteroides_merdae_56972 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final FALSE
Parabacteroides_merdae_56972 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial FALSE
Parabacteroides_merdae_56972 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Parabacteroides_merdae_56972 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Parabacteroides_merdae_56972 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Parabacteroides_merdae_56972 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Parabacteroides_merdae_56972 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Paraprevotella_clara_33712 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Paraprevotella_clara_33712 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Paraprevotella_clara_33712 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Paraprevotella_clara_33712 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Paraprevotella_clara_33712 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Paraprevotella_clara_33712 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Phascolarctobacterium_sp_59817 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Phascolarctobacterium_sp_59817 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Phascolarctobacterium_sp_59817 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Phascolarctobacterium_sp_59817 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Phascolarctobacterium_sp_59817 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Phascolarctobacterium_sp_59817 YBA-004 YBC-001 YBA YBC YB YB initial TRUE
Phascolarctobacterium_sp_59817 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Prevotella_copri_61740 XHA-003 XHB-001 XHA XHB XH XH initial FALSE
Prevotella_copri_61740 XHA-029 XHB-029 XHA XHB XH XH pre-abx FALSE
Prevotella_copri_61740 XHA-036 XHB-036 XHA XHB XH XH post-abx FALSE
Prevotella_copri_61740 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Prevotella_copri_61740 XIB-002 XIC-008 XIB XIC XI XI initial TRUE
Prevotella_copri_61740 XIB-029 XIC-029 XIB XIC XI XI pre-abx TRUE
Prevotella_copri_61740 XIB-036 XIC-036 XIB XIC XI XI post-abx TRUE
Prevotella_copri_61740 XIB-064 XIC-064 XIB XIC XI XI final TRUE
Prevotella_copri_61740 YAC-001 YAD-001 YAC YAD YA YA initial TRUE
Prevotella_copri_61740 YFA-002 YFC-064 YFA YFC YF YF final TRUE
Prevotella_copri_61740 YFA-002 YFC-064 YFA YFC YF YF initial TRUE
Prevotella_copri_61740 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final TRUE
Prevotella_copri_61740 ZAA-002 ZAC-263 ZAA ZAC ZA ZA initial TRUE
Roseburia_hominis_61877 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Roseburia_hominis_61877 XDA-036 XDB-036 XDA XDB XD XD post-abx FALSE
Roseburia_hominis_61877 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Roseburia_hominis_61877 XEA-036 XEB-036 XEA XEB XE XE post-abx FALSE
Roseburia_hominis_61877 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Roseburia_hominis_61877 XFA-036 XFB-036 XFA XFB XF XF post-abx FALSE
Roseburia_hominis_61877 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Roseburia_hominis_61877 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Roseburia_hominis_61877 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Roseburia_hominis_61877 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Roseburia_hominis_61877 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Roseburia_hominis_61877 XMA-036 XMB-036 XMA XMB XM XM post-abx FALSE
Roseburia_hominis_61877 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Roseburia_hominis_61877 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Roseburia_hominis_61877 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Roseburia_hominis_61877 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Roseburia_hominis_61877 XVA-029 XVB-027 XVA XVB XV XV pre-abx FALSE
Roseburia_hominis_61877 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Roseburia_hominis_61877 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Roseburia_hominis_61877 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Roseburia_hominis_61877 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Roseburia_hominis_61877 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Roseburia_hominis_61877 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Roseburia_hominis_61877 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Roseburia_intestinalis_56239 XAC-036 XAD-036 XAC XAD XA XA post-abx FALSE
Roseburia_intestinalis_56239 XAC-064 XAD-063 XAC XAD XA XA final FALSE
Roseburia_intestinalis_56239 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Roseburia_intestinalis_56239 XFA-036 XFB-036 XFA XFB XF XF post-abx FALSE
Roseburia_intestinalis_56239 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Roseburia_intestinalis_56239 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Roseburia_intestinalis_56239 XGA-064 XGB-064 XGA XGB XG XG final FALSE
Roseburia_intestinalis_56239 XGB-029 XGC-029 XGB XGC XG XG pre-abx TRUE
Roseburia_intestinalis_56239 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Roseburia_intestinalis_56239 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Roseburia_intestinalis_56239 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Roseburia_intestinalis_56239 XIA-064 XIB-064 XIA XIB XI XI final TRUE
Roseburia_intestinalis_56239 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Roseburia_intestinalis_56239 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Roseburia_intestinalis_56239 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Roseburia_intestinalis_56239 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Roseburia_intestinalis_56239 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Roseburia_intestinalis_56239 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Roseburia_intestinalis_56239 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Roseburia_intestinalis_56239 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Roseburia_intestinalis_56239 YAA-001 YAB-001 YAA YAB YA YA initial FALSE
Roseburia_intestinalis_56239 YAA-001 YAC-001 YAA YAC YA YA initial FALSE
Roseburia_intestinalis_56239 YAA-001 YAD-001 YAA YAD YA YA initial FALSE
Roseburia_intestinalis_56239 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Roseburia_intestinalis_56239 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Roseburia_intestinalis_56239 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Roseburia_intestinalis_56239 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Roseburia_intestinalis_56239 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Roseburia_intestinalis_56239 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Roseburia_intestinalis_56239 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Roseburia_intestinalis_56239 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Roseburia_inulinivorans_61943 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Roseburia_inulinivorans_61943 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Roseburia_inulinivorans_61943 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Roseburia_inulinivorans_61943 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Roseburia_inulinivorans_61943 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Roseburia_inulinivorans_61943 XEA-036 XEB-036 XEA XEB XE XE post-abx FALSE
Roseburia_inulinivorans_61943 XHA-003 XHB-001 XHA XHB XH XH initial FALSE
Roseburia_inulinivorans_61943 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Roseburia_inulinivorans_61943 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Roseburia_inulinivorans_61943 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Roseburia_inulinivorans_61943 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Roseburia_inulinivorans_61943 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Roseburia_inulinivorans_61943 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Roseburia_inulinivorans_61943 XIA-002 XIC-008 XIA XIC XI XI initial FALSE
Roseburia_inulinivorans_61943 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Roseburia_inulinivorans_61943 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Roseburia_inulinivorans_61943 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Roseburia_inulinivorans_61943 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Roseburia_inulinivorans_61943 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Roseburia_inulinivorans_61943 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Roseburia_inulinivorans_61943 XQA-036 XQB-036 XQA XQB XQ XQ post-abx TRUE
Roseburia_inulinivorans_61943 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
