"subject" "species_id" "kingdom" "phylum" "class" "order" "family" "genus" "species" "speciesStatusAbxAllTimepoints" "speciesStatusColonizationAllTimepoints" "timeOfRecoveryAllTimepoints" "timeOfColonizationAllTimepoints" "speciesStatusAbxKTfollowup" "speciesStatusColonizationKTfollowup" "timeOfRecoveryKTfollowup" "timeOfColonizationKTfollowup" "strainTurnover" "timeOfStrainTurnover" "speciesColonizedTransientlyMain" "speciesColonizedTransientlyAll" "sharingHhAnyTimepoint" "sharingHhPreAbx" "sharingHhPostAbx" "sharingHhMain" "sharingHhFollowup" "sharingHhPostAbxFollowup" "sharingSubjectPreAbx" "sharingSubjectPostAbx" "sharingSubjectFollowup" "sharingSubjectPostAbxFollowup" "sharingSubjectFinal"
"XAA" "Collinsella_aerofaciens_61484" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella aerofaciens" NA "followup" NA 522 NA "followup" NA 522 NA NA NA FALSE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Collinsella_sp_62205" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella sp. 4_8_47FAA" NA "followup" NA 555 NA "followup" NA 555 NA NA NA FALSE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Dialister_invisus_61905" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Dialister" "Dialister invisus" NA "post-abx" NA 42 NA "post-abx" NA 64 NA NA FALSE FALSE "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Dorea_formicigenerans_56346" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea formicigenerans" "speciesRecoveredMain" "speciesNotColonized" 35 NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Eggerthella_lenta_56463" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Eggerthella" "Eggerthella sp. HGA1" "speciesRecoveredFollowup" "speciesNotColonized" 623 NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Enterococcus_casseliflavus_56514" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Enterococcaceae" "Enterococcus" "Enterococcus casseliflavus" NA "post-abx" NA 39 NA NA NA NA NA NA TRUE TRUE "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesAbsent" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Erysipelotrichaceae_bacterium_56596" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "" "Erysipelotrichaceae bacterium 21_3" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Escherichia_coli_57907" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Escherichia" "Escherichia sp. KTE31" NA "followup" NA 652 NA "followup" NA 652 NA NA NA FALSE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Escherichia_coli_58110" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Escherichia" "Escherichia coli" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Escherichia_fergusonii_56914" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Escherichia" "Escherichia fergusonii" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Eubacterium_eligens_61678" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] eligens" NA "followup" NA 225 NA "followup" NA 225 NA NA NA TRUE "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Eubacterium_rectale_56927" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium rectale" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Eubacterium_ventriosum_61474" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium ventriosum" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Faecalibacterium_cf_62236" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesRecoveredFollowup" "speciesNotColonized" 623 NA "speciesRecoveredFollowup" "speciesNotColonized" 623 NA TRUE 623 NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsNotShared" "strainsNotShared" "strainsUnknown"
"XAA" "Faecalibacterium_prausnitzii_57453" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Faecalibacterium_prausnitzii_61481" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Faecalibacterium_prausnitzii_62201" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Fusobacterium_nucleatum_57450" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" "Fusobacterium nucleatum subsp. animalis" NA "post-abx" NA 39 NA NA NA NA NA NA TRUE TRUE "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Fusobacterium_nucleatum_57855" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" "Fusobacterium nucleatum subsp. polymorphum" NA "post-abx" NA 36 NA NA NA NA NA NA TRUE TRUE "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Guyana_massiliensis_60772" "Bacteria" "" "" "" "" "" "bacterium LF-3" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Haemophilus_parainfluenzae_62468" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" "Haemophilus parainfluenzae" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Intestinimonas_butyriciproducens_60001" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "Intestinimonas" "Intestinimonas butyriciproducens" NA "followup" NA 623 NA "followup" NA 623 NA NA NA TRUE "strainsUnknown" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Klebsiella_pneumoniae_54788" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Klebsiella" "Klebsiella pneumoniae" NA "post-abx" NA 50 NA NA NA NA NA NA FALSE TRUE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Lachnospiraceae_bacterium_51870" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 8_1_57FAA" "speciesRecoveredMain" "speciesNotColonized" 50 NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Lachnospiraceae_bacterium_56275" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 9_1_43BFAA" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Lachnospiraceae_bacterium_56833" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium VE202-12" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Lachnospiraceae_bacterium_62050" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 1_4_56FAA" NA "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Megasphaera_micronuciformis_62167" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Megasphaera" "Megasphaera micronuciformis" NA "post-abx" NA 37 NA NA NA NA NA NA TRUE TRUE "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Oscillospiraceae_bacterium_54867" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Oscillospiraceae" "Oscillibacter" "Oscillibacter sp. KLE 1728" "speciesRecoveredMain" "speciesNotColonized" 39 NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Parabacteroides_distasonis_56985" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas" "Porphyromonas sp. 31_2" "speciesRecoveredFollowup" "speciesNotColonized" 590 NA "speciesRecoveredFollowup" "speciesNotColonized" 590 NA TRUE 590 NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "speciesAbsent" "strainsNotShared" "strainsNotShared" "strainsUnknown"
"XAA" "Parabacteroides_merdae_56972" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" "Parabacteroides merdae" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XAA" "Phascolarctobacterium_sp_59817" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Phascolarctobacterium" "Phascolarctobacterium sp. CAG" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Prevotella_buccae_56058" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" "Prevotella sp. MSX73" NA "post-abx" NA 39 "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA FALSE TRUE "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesAbsent" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Roseburia_intestinalis_56239" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia intestinalis" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Roseburia_inulinivorans_61943" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia inulinivorans" "speciesNotRecovered" "speciesNotColonized" NA NA "speciesNotRecovered" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "speciesAbsent" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Ruminococcus_bicirculans_59300" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus bicirculans" "speciesNotDisrupted" "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Ruminococcus_callidus_61479" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus callidus" NA "followup" NA 590 NA "followup" NA 590 NA NA NA FALSE "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesAbsent" "speciesAbsent" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Ruminococcus_gnavus_57638" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 2_1_58FAA" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Ruminococcus_obeum_61472" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] obeum" "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "strainsUnknown" "speciesAbsent"
"XAA" "Ruminococcus_sp_55468" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia sp. KLE 1732" "speciesRecoveredMain" "speciesNotColonized" 39 NA "speciesRecoveredFollowup" "speciesNotColonized" 488 NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown"
"XAA" "Ruminococcus_torques_62045" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] torques" "speciesNotRecovered" "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent" "speciesAbsent" "speciesAbsent" "speciesAbsent"
"XAA" "Streptococcus_australis_62469" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus australis" "speciesNotDisrupted" "abx" NA 30 NA NA NA NA NA NA TRUE TRUE "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XAA" "Streptococcus_salivarius_58037" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus sp. HSISS1" NA "followup" NA 623 NA "followup" NA 623 NA NA NA TRUE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Streptococcus_sp_57750" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus sp. I-P16" "speciesNotDisrupted" "abx" NA 30 NA NA NA NA NA NA TRUE TRUE "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Streptococcus_thermophilus_54772" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus thermophilus" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Subdoligranulum_sp_62068" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Subdoligranulum" "Subdoligranulum sp. 4_3_54A2FAA" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Veillonella_dispar_61763" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" "Veillonella dispar" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XAA" "Veillonella_parvula_57794" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" "Veillonella parvula" NA "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
