species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Salinarimonas_rosea_59039	1123229.3	Salinarimonas rosea DSM 21201	1123229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Salinarimonas	Salinarimonas rosea	131567;2;1224;28211;356;41294;690086;552063;1123229	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Salinarimonas;Salinarimonas rosea;Salinarimonas rosea DSM 21201
Rudaea_cellulosilytica_59032	1123073.3	Rudaea cellulosilytica DSM 22992	1123073	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rudaea	Rudaea cellulosilytica	131567;2;1224;1236;135614;32033;886360;540746;1123073	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rudaea;Rudaea cellulosilytica;Rudaea cellulosilytica DSM 22992
Ruminococcus_gauvreauii_59033	1123075.3	Ruminococcus gauvreauii DSM 19829	1123075	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	131567;2;1239;186801;186802;541000;1263;438033;1123075	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus gauvreauii;Ruminococcus gauvreauii DSM 19829
Rubritalea_marina_59030	1123070.3	Rubritalea marina DSM 17716	1123070	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Rubritalea	Rubritalea marina	131567;2;51290;74201;203494;48461;203557;361050;361055;1123070	cellular organisms;Bacteria;Chlamydiae/Verrucomicrobia group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Rubritalea;Rubritalea marina;Rubritalea marina DSM 17716
Rubritepida_flocculans_59031	1123072.3	Rubritepida flocculans DSM 14296	1123072	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida	Rubritepida flocculans	131567;2;1224;28211;204441;433;182402;182403;1123072	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rubritepida;Rubritepida flocculans;Rubritepida flocculans DSM 14296
Saccharibacillus_kuerlensis_59036	1123226.3	Saccharibacillus kuerlensis DSM 22868	1123226	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	Saccharibacillus kuerlensis	131567;2;1239;91061;1385;186822;456492;459527;1123226	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus kuerlensis;Saccharibacillus kuerlensis DSM 22868
Saccharibacter_floricola_59037	1123227.4	Saccharibacter floricola DSM 15669	1123227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Saccharibacter	Saccharibacter floricola	131567;2;1224;28211;204441;433;231052;231053;1123227	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Saccharibacter;Saccharibacter floricola;Saccharibacter floricola DSM 15669
Runella_limosa_59034	1123077.3	Runella limosa DSM 17973	1123077	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella limosa	131567;2;68336;976;768503;768507;89373;105;370978;1123077	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella;Runella limosa;Runella limosa DSM 17973
Runella_zeae_59035	1123078.3	Runella zeae DSM 19591	1123078	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella zeae	131567;2;68336;976;768503;768507;89373;105;94255;1123078	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella;Runella zeae;Runella zeae DSM 19591
Enterobacter_hormaechei_50416	888063.3	Enterobacter hormaechei ATCC 49162	888063	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei subsp. hormaechei	131567;2;1224;1236;91347;543;547;354276;158836;301105;888063	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei;Enterobacter hormaechei subsp. hormaechei;Enterobacter hormaechei ATCC 49162
Serratia_symbiotica_55338	138074.4	Serratia symbiotica	138074	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia symbiotica	131567;2;1224;1236;91347;543;613;138074	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;Serratia symbiotica
Thioalkalivibrio_sp_55622	1158150.3	Thioalkalivibrio sp. ALD1	1158150	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sp. ALD1	131567;2;1224;1236;135613;72276;106633;1158150	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sp. ALD1
Streptomyces_viridosporus_52813	665577.3	Streptomyces viridosporus T7A	665577	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces viridosporus	131567;2;201174;1760;85003;2037;85011;2062;1883;67581;665577	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces viridosporus;Streptomyces viridosporus T7A
Bordetella_trematum_52818	1392839.3	Bordetella trematum CCUG 13902	1392839	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	131567;2;1224;28216;80840;506;517;123899;1392839	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella trematum;Bordetella trematum CCUG 13902
Tateyamaria_sp_60902	1577905.3	Tateyamaria sp. ANG-S1	1577905	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	Tateyamaria sp. ANG-S1	131567;2;1224;28211;204455;31989;299261;1577905	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;Tateyamaria sp. ANG-S1
Halocynthiibacter_sp_60903	1579316.3	Halocynthiibacter sp. PAMC 20958	1579316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halocynthiibacter	Halocynthiibacter sp. PAMC 20958	131567;2;1224;28211;204455;31989;1579315;1579316	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;Halocynthiibacter sp. PAMC 20958
Ruegeria_sp_60900	1577903.3	Ruegeria sp. ANG-R	1577903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria sp. ANG-R	131567;2;1224;28211;204455;31989;97050;1577903	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria sp. ANG-R
Ruegeria_sp_60901	1577904.3	Ruegeria sp. ANG-S4	1577904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria sp. ANG-S4	131567;2;1224;28211;204455;31989;97050;1577904	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria sp. ANG-S4
Sphaerochaeta_pleomorpha_60906	158190.3	Sphaerochaeta pleomorpha str. Grapes	158190	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha	131567;2;203691;203692;136;137;399320;1131707;158190	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;Sphaerochaeta pleomorpha;Sphaerochaeta pleomorpha str. Grapes
Sporosarcina_sp_60907	1582223.3	Sporosarcina sp. ZBG7A	1582223	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina sp. ZBG7A	131567;2;1239;91061;1385;186818;1569;1582223	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina sp. ZBG7A
Shewanella_sp_60904	1579504.3	Shewanella sp. ECSMB14102	1579504	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. ECSMB14102	131567;2;1224;1236;135622;267890;22;1579504	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. ECSMB14102
Sphaerochaeta_globosa_60905	158189.3	Sphaerochaeta globosa str. Buddy	158189	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	131567;2;203691;203692;136;137;399320;1131703;158189	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;Sphaerochaeta globosa;Sphaerochaeta globosa str. Buddy
Clostridiaceae_bacterium_60908	1585974.3	Clostridiaceae bacterium GM1	1585974	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		Clostridiaceae bacterium GM1	131567;2;1239;186801;186802;31979;189971;1585974	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;unclassified Clostridiaceae;Clostridiaceae bacterium GM1
Rhodococcus_sp_60909	1587522.3	Rhodococcus sp. MEB064	1587522	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Nocardiaceae	Rhodococcus	Rhodococcus sp. MEB064	131567;2;201174;1760;85003;2037;85007;85025;1827;1587522	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Rhodococcus;Rhodococcus sp. MEB064
Bradyrhizobium_sp_61233	319003.3	Bradyrhizobium sp. WSM1253	319003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. WSM1253	131567;2;1224;28211;356;41294;374;319003	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. WSM1253
Paracoccus_denitrificans_61232	318586.5	Paracoccus denitrificans PD1222	318586	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans	131567;2;1224;28211;204455;31989;265;266;318586	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus denitrificans;Paracoccus denitrificans PD1222
Clostridium_sulfidigenes_61231	318464.3	Clostridium sulfidigenes	318464	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sulfidigenes	131567;2;1239;186801;186802;31979;1485;318464	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sulfidigenes
Mycobacterium_rufum_61230	318424.3	Mycobacterium rufum JS14	318424	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Mycobacteriaceae	Mycobacterium	Mycobacterium rufum	131567;2;201174;1760;85003;2037;85007;1762;1763;318424	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium rufum
Clavibacter_michiganensis_61237	31964.6	Clavibacter michiganensis subsp. sepedonicus	31964	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Microbacteriaceae	Clavibacter	Clavibacter michiganensis subsp. sepedonicus	131567;2;201174;1760;85003;2037;85006;85023;1573;28447;31964	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Clavibacter;Clavibacter michiganensis;Clavibacter michiganensis subsp. sepedonicus
Nonlabens_sediminis_61236	319236.3	Nonlabens sediminis	319236	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sediminis	131567;2;68336;976;117743;200644;49546;363408;319236	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens;Nonlabens sediminis
Chlorobium_luteolum_61235	319225.5	Chlorobium luteolum DSM 273	319225	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	131567;2;68336;1090;191410;191411;191412;274493;1099;1100;319225	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium/Pelodictyon group;Pelodictyon;Pelodictyon luteolum;Chlorobium luteolum DSM 273
Bradyrhizobium_sp_61234	319017.3	Bradyrhizobium sp. WSM471	319017	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. WSM471	131567;2;1224;28211;356;41294;374;319017	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. WSM471
Campylobacter_sputorum_61239	32024.3	Campylobacter sputorum biovar sputorum INTA08/209	32024	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sputorum	131567;2;1224;68525;29547;213849;72294;194;206;32024	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter sputorum;Campylobacter sputorum biovar sputorum
Deinococcus_geothermalis_61238	319795.16	Deinococcus geothermalis DSM 11300	319795	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	131567;2;1297;188787;118964;183710;1298;68909;319795	cellular organisms;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus geothermalis;Deinococcus geothermalis DSM 11300
Amycolatopsis_azurea_59733	1238180.3	Amycolatopsis azurea DSM 43854	1238180	Bacteria	Actinobacteria	Actinobacteridae	Pseudonocardineae	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis azurea	131567;2;201174;1760;85003;2037;85010;2070;1813;36819;1238180	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis azurea;Amycolatopsis azurea DSM 43854
Psychromonas_ossibalaenae_59884	1278307.3	Psychromonas ossibalaenae ATCC BAA-1528	1278307	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ossibalaenae	131567;2;1224;1236;135622;267894;67572;444922;1278307	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;Psychromonas ossibalaenae;Psychromonas ossibalaenae ATCC BAA-1528
Fusobacterium_russii_59883	1278306.3	Fusobacterium russii ATCC 25533	1278306	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium russii	131567;2;32066;203490;203491;203492;848;854;1278306	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium russii;Fusobacterium russii ATCC 25533
Acholeplasma_granularum_59882	1278304.3	Acholeplasma granularum ATCC 19168	1278304	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma granularum	131567;2;544448;31969;186329;2146;2147;264635;1278304	cellular organisms;Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma granularum;Acholeplasma granularum ATCC 19168
Acinetobacter_brisouii_43461	1341683.3	Acinetobacter brisouii CIP 110357	1341683	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter brisouii	131567;2;1224;1236;72274;468;469;396323;1341683	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter brisouii;Acinetobacter brisouii CIP 110357
Elizabethkingia_meningoseptica_43467	1216967.5	Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535 [PRJNA205457]	1216967	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia meningoseptica	131567;2;68336;976;117743;200644;49546;308865;238;1216967	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia meningoseptica;Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535
Actinomyces_slackii_59880	1278298.3	Actinomyces slackii ATCC 49928	1278298	Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces slackii	131567;2;201174;1760;85003;2037;85005;2049;1654;52774;1278298	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces;Actinomyces slackii;Actinomyces slackii ATCC 49928
Lactobacillus_brevis_56823	1580.53	Lactobacillus brevis TMW 1.465	1580	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis	131567;2;1239;91061;186826;33958;1578;1580	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus brevis
Sutterella_wadsworthensis_56828	1203554.3	Sutterella wadsworthensis HGA0223	1203554	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	131567;2;1224;28216;80840;995019;40544;40545;1203554	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella wadsworthensis;Sutterella wadsworthensis HGA0223
Fusobacterium_nucleatum_56829	1204475.3	Fusobacterium nucleatum CTI-2	1204475	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	131567;2;32066;203490;203491;203492;848;851;1204475	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum;Fusobacterium nucleatum CTI-2
Propionibacterium_granulosum_57661	1160719.4	Propionibacterium granulosum DSM 20700	1160719	Bacteria	Actinobacteria	Actinobacteridae	Propionibacterineae	Propionibacteriaceae	Propionibacterium	Propionibacterium granulosum	131567;2;201174;1760;85003;2037;85009;31957;1743;33011;1160719	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium;Propionibacterium granulosum;Propionibacterium granulosum DSM 20700
Acinetobacter_baumannii_57660	1310609.3	Acinetobacter baumannii 1289694	1310609	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	131567;2;1224;1236;72274;468;469;909768;470;1310609	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii;Acinetobacter baumannii 1289694
Lactobacillus_johnsonii_57663	525330.3	Lactobacillus johnsonii ATCC 33200	525330	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	131567;2;1239;91061;186826;33958;1578;33959;525330	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii;Lactobacillus johnsonii ATCC 33200
Liberibacter_americanus_57665	1261131.3	Candidatus Liberibacter americanus str. Sao Paulo	1261131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter americanus	131567;2;1224;28211;356;82115;34019;309868;1261131	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Candidatus Liberibacter;Candidatus Liberibacter americanus;Candidatus Liberibacter americanus str. Sao Paulo
Clostridium_botulinum_57664	1435052.3	Clostridium botulinum CDC54088	1435052	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	131567;2;1239;186801;186802;31979;1485;1491;1435052	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum;Clostridium botulinum CDC54088
