sample subject hh timepoint species_id relative_abundance totalReads speciesStatusColonizationAllTimepoints timeOfColonizationAllTimepoints strainTurnover timeOfStrainTurnover
XAA-026 XAA XA 26 Prevotella_buccae_56058 0 14752 post-abx 39 NA NA
XAA-026 XAA XA 26 Ruminococcus_callidus_61479 0 14752 followup 590 NA NA
XAA-026 XAA XA 26 Ruminococcus_sp_55468 0.000978705728704 14752 speciesNotColonized NA TRUE 623
XAA-026 XAA XA 26 Streptococcus_australis_62469 0 14752 abx 30 NA NA
XAA-026 XAA XA 26 Streptococcus_salivarius_58037 0 14752 followup 623 NA NA
XAA-026 XAA XA 26 Streptococcus_sp_57750 0 14752 abx 30 NA NA
XAA-027 XAA XA 27 Adlercreutzia_equolifaciens_60310 0 14164 followup 555 NA NA
XAA-027 XAA XA 27 Alistipes_onderdonkii_55464 0.132763436037 14164 speciesNotColonized NA TRUE 623
XAA-027 XAA XA 27 Alistipes_putredinis_61533 0 14164 followup 623 NA NA
XAA-027 XAA XA 27 Alistipes_shahii_62199 0 14164 followup 623 NA NA
XAA-027 XAA XA 27 Anaeroglobus_geminatus_62348 0 14164 post-abx 50 NA NA
XAA-027 XAA XA 27 Bacteroides_uniformis_57318 0.130095805793 14164 speciesNotColonized NA TRUE 623
XAA-027 XAA XA 27 Bacteroides_vulgatus_57955 0.273048879036 14164 speciesNotColonized NA TRUE 454
XAA-027 XAA XA 27 Bifidobacterium_animalis_58116 0 14164 followup 623 NA NA
XAA-027 XAA XA 27 Bifidobacterium_longum_57796 0.000882088588612 14164 speciesNotColonized NA TRUE 454
XAA-027 XAA XA 27 Blautia_wexlerae_56130 0.00648317935729 14164 speciesNotColonized NA TRUE 28
XAA-027 XAA XA 27 Butyricicoccus_pullicaecorum_59455 0 14164 followup 225 NA NA
XAA-027 XAA XA 27 Campylobacter_concisus_59753 0 14164 abx 35 NA NA
XAA-027 XAA XA 27 Campylobacter_concisus_62542 0 14164 abx 35 NA NA
XAA-027 XAA XA 27 Campylobacter_gracilis_61787 0 14164 post-abx 37 NA NA
XAA-027 XAA XA 27 Campylobacter_sp_62066 0 14164 abx 35 NA NA
XAA-027 XAA XA 27 Clostridium_lentocellum_62000 0 14164 post-abx 50 NA NA
XAA-027 XAA XA 27 Clostridium_nexile_61654 0 14164 followup 488 NA NA
XAA-027 XAA XA 27 Clostridium_sp_61556 0 14164 post-abx 57 NA NA
XAA-027 XAA XA 27 Collinsella_aerofaciens_61484 0 14164 followup 522 NA NA
XAA-027 XAA XA 27 Collinsella_sp_62205 0 14164 followup 555 NA NA
XAA-027 XAA XA 27 Dialister_invisus_61905 0 14164 post-abx 42 NA NA
XAA-027 XAA XA 27 Enterococcus_casseliflavus_56514 0 14164 post-abx 39 NA NA
XAA-027 XAA XA 27 Escherichia_coli_57907 0 14164 followup 652 NA NA
XAA-027 XAA XA 27 Eubacterium_eligens_61678 0 14164 followup 225 NA NA
XAA-027 XAA XA 27 Faecalibacterium_cf_62236 0.00275594323098 14164 speciesNotColonized NA TRUE 623
XAA-027 XAA XA 27 Fusobacterium_nucleatum_57450 0 14164 post-abx 39 NA NA
XAA-027 XAA XA 27 Fusobacterium_nucleatum_57855 0 14164 post-abx 36 NA NA
XAA-027 XAA XA 27 Intestinimonas_butyriciproducens_60001 0 14164 followup 623 NA NA
XAA-027 XAA XA 27 Klebsiella_pneumoniae_54788 0 14164 post-abx 50 NA NA
XAA-027 XAA XA 27 Megasphaera_micronuciformis_62167 0 14164 post-abx 37 NA NA
XAA-027 XAA XA 27 Parabacteroides_distasonis_56985 0.0051188866069 14164 speciesNotColonized NA TRUE 590
XAA-027 XAA XA 27 Prevotella_buccae_56058 0 14164 post-abx 39 NA NA
XAA-027 XAA XA 27 Ruminococcus_callidus_61479 0 14164 followup 590 NA NA
XAA-027 XAA XA 27 Ruminococcus_sp_55468 0.00116215275512 14164 speciesNotColonized NA TRUE 623
XAA-027 XAA XA 27 Streptococcus_australis_62469 0 14164 abx 30 NA NA
XAA-027 XAA XA 27 Streptococcus_salivarius_58037 0 14164 followup 623 NA NA
XAA-027 XAA XA 27 Streptococcus_sp_57750 0 14164 abx 30 NA NA
XAA-028 XAA XA 28 Adlercreutzia_equolifaciens_60310 0 96127 followup 555 NA NA
XAA-028 XAA XA 28 Alistipes_onderdonkii_55464 0.0787667925256 96127 speciesNotColonized NA TRUE 623
XAA-028 XAA XA 28 Alistipes_putredinis_61533 0 96127 followup 623 NA NA
XAA-028 XAA XA 28 Alistipes_shahii_62199 0 96127 followup 623 NA NA
XAA-028 XAA XA 28 Anaeroglobus_geminatus_62348 0 96127 post-abx 50 NA NA
XAA-028 XAA XA 28 Bacteroides_uniformis_57318 0.0844896241457 96127 speciesNotColonized NA TRUE 623
XAA-028 XAA XA 28 Bacteroides_vulgatus_57955 0.309770556814 96127 speciesNotColonized NA TRUE 454
XAA-028 XAA XA 28 Bifidobacterium_animalis_58116 0 96127 followup 623 NA NA
XAA-028 XAA XA 28 Bifidobacterium_longum_57796 0.00102701467355 96127 speciesNotColonized NA TRUE 454
XAA-028 XAA XA 28 Blautia_wexlerae_56130 0.0060067893972 96127 speciesNotColonized NA TRUE 28
XAA-028 XAA XA 28 Butyricicoccus_pullicaecorum_59455 0 96127 followup 225 NA NA
XAA-028 XAA XA 28 Campylobacter_concisus_59753 0 96127 abx 35 NA NA
XAA-028 XAA XA 28 Campylobacter_concisus_62542 0 96127 abx 35 NA NA
XAA-028 XAA XA 28 Campylobacter_gracilis_61787 0 96127 post-abx 37 NA NA
XAA-028 XAA XA 28 Campylobacter_sp_62066 1.08798129395e-05 96127 abx 35 NA NA
XAA-028 XAA XA 28 Clostridium_lentocellum_62000 0 96127 post-abx 50 NA NA
XAA-028 XAA XA 28 Clostridium_nexile_61654 0 96127 followup 488 NA NA
XAA-028 XAA XA 28 Clostridium_sp_61556 0 96127 post-abx 57 NA NA
XAA-028 XAA XA 28 Collinsella_aerofaciens_61484 0 96127 followup 522 NA NA
XAA-028 XAA XA 28 Collinsella_sp_62205 0 96127 followup 555 NA NA
XAA-028 XAA XA 28 Dialister_invisus_61905 0 96127 post-abx 42 NA NA
XAA-028 XAA XA 28 Enterococcus_casseliflavus_56514 0 96127 post-abx 39 NA NA
XAA-028 XAA XA 28 Escherichia_coli_57907 0 96127 followup 652 NA NA
XAA-028 XAA XA 28 Eubacterium_eligens_61678 0 96127 followup 225 NA NA
XAA-028 XAA XA 28 Faecalibacterium_cf_62236 0.00563640246516 96127 speciesNotColonized NA TRUE 623
XAA-028 XAA XA 28 Fusobacterium_nucleatum_57450 0 96127 post-abx 39 NA NA
XAA-028 XAA XA 28 Fusobacterium_nucleatum_57855 0 96127 post-abx 36 NA NA
XAA-028 XAA XA 28 Intestinimonas_butyriciproducens_60001 0 96127 followup 623 NA NA
XAA-028 XAA XA 28 Klebsiella_pneumoniae_54788 0 96127 post-abx 50 NA NA
XAA-028 XAA XA 28 Megasphaera_micronuciformis_62167 0 96127 post-abx 37 NA NA
XAA-028 XAA XA 28 Parabacteroides_distasonis_56985 0.00566917128606 96127 speciesNotColonized NA TRUE 590
XAA-028 XAA XA 28 Prevotella_buccae_56058 0 96127 post-abx 39 NA NA
XAA-028 XAA XA 28 Ruminococcus_callidus_61479 0 96127 followup 590 NA NA
XAA-028 XAA XA 28 Ruminococcus_sp_55468 0.0010866201353 96127 speciesNotColonized NA TRUE 623
XAA-028 XAA XA 28 Streptococcus_australis_62469 4.04634827744e-05 96127 abx 30 NA NA
XAA-028 XAA XA 28 Streptococcus_salivarius_58037 0 96127 followup 623 NA NA
XAA-028 XAA XA 28 Streptococcus_sp_57750 0 96127 abx 30 NA NA
XAA-029 XAA XA 29 Adlercreutzia_equolifaciens_60310 0 5790 followup 555 NA NA
XAA-029 XAA XA 29 Alistipes_onderdonkii_55464 0.0255715859487 5790 speciesNotColonized NA TRUE 623
XAA-029 XAA XA 29 Alistipes_putredinis_61533 0 5790 followup 623 NA NA
XAA-029 XAA XA 29 Alistipes_shahii_62199 0 5790 followup 623 NA NA
XAA-029 XAA XA 29 Anaeroglobus_geminatus_62348 0 5790 post-abx 50 NA NA
XAA-029 XAA XA 29 Bacteroides_uniformis_57318 0.0388965755429 5790 speciesNotColonized NA TRUE 623
XAA-029 XAA XA 29 Bacteroides_vulgatus_57955 0.180284273219 5790 speciesNotColonized NA TRUE 454
XAA-029 XAA XA 29 Bifidobacterium_animalis_58116 0 5790 followup 623 NA NA
XAA-029 XAA XA 29 Bifidobacterium_longum_57796 0.00320897702129 5790 speciesNotColonized NA TRUE 454
XAA-029 XAA XA 29 Blautia_wexlerae_56130 0.0112394748866 5790 speciesNotColonized NA TRUE 28
XAA-029 XAA XA 29 Butyricicoccus_pullicaecorum_59455 0 5790 followup 225 NA NA
XAA-029 XAA XA 29 Campylobacter_concisus_59753 0 5790 abx 35 NA NA
XAA-029 XAA XA 29 Campylobacter_concisus_62542 0 5790 abx 35 NA NA
XAA-029 XAA XA 29 Campylobacter_gracilis_61787 0 5790 post-abx 37 NA NA
XAA-029 XAA XA 29 Campylobacter_sp_62066 0 5790 abx 35 NA NA
XAA-029 XAA XA 29 Clostridium_lentocellum_62000 0 5790 post-abx 50 NA NA
XAA-029 XAA XA 29 Clostridium_nexile_61654 0 5790 followup 488 NA NA
XAA-029 XAA XA 29 Clostridium_sp_61556 0 5790 post-abx 57 NA NA
XAA-029 XAA XA 29 Collinsella_aerofaciens_61484 0 5790 followup 522 NA NA
XAA-029 XAA XA 29 Collinsella_sp_62205 0 5790 followup 555 NA NA
XAA-029 XAA XA 29 Dialister_invisus_61905 0 5790 post-abx 42 NA NA
XAA-029 XAA XA 29 Enterococcus_casseliflavus_56514 0 5790 post-abx 39 NA NA
XAA-029 XAA XA 29 Escherichia_coli_57907 0 5790 followup 652 NA NA
XAA-029 XAA XA 29 Eubacterium_eligens_61678 0 5790 followup 225 NA NA
XAA-029 XAA XA 29 Faecalibacterium_cf_62236 0.00478963146766 5790 speciesNotColonized NA TRUE 623
XAA-029 XAA XA 29 Fusobacterium_nucleatum_57450 0 5790 post-abx 39 NA NA
XAA-029 XAA XA 29 Fusobacterium_nucleatum_57855 0 5790 post-abx 36 NA NA
XAA-029 XAA XA 29 Intestinimonas_butyriciproducens_60001 0 5790 followup 623 NA NA
XAA-029 XAA XA 29 Klebsiella_pneumoniae_54788 0 5790 post-abx 50 NA NA
XAA-029 XAA XA 29 Megasphaera_micronuciformis_62167 0.000178552091236 5790 post-abx 37 NA NA
XAA-029 XAA XA 29 Parabacteroides_distasonis_56985 0.00697834573412 5790 speciesNotColonized NA TRUE 590
XAA-029 XAA XA 29 Prevotella_buccae_56058 0 5790 post-abx 39 NA NA
XAA-029 XAA XA 29 Ruminococcus_callidus_61479 0 5790 followup 590 NA NA
XAA-029 XAA XA 29 Ruminococcus_sp_55468 0.0047203574181 5790 speciesNotColonized NA TRUE 623
XAA-029 XAA XA 29 Streptococcus_australis_62469 0.00035913257693 5790 abx 30 NA NA
XAA-029 XAA XA 29 Streptococcus_salivarius_58037 0 5790 followup 623 NA NA
XAA-029 XAA XA 29 Streptococcus_sp_57750 0.000179566288465 5790 abx 30 NA NA
XAA-030 XAA XA 30 Adlercreutzia_equolifaciens_60310 0 3237 followup 555 NA NA
XAA-030 XAA XA 30 Alistipes_onderdonkii_55464 0 3237 speciesNotColonized NA TRUE 623
XAA-030 XAA XA 30 Alistipes_putredinis_61533 0 3237 followup 623 NA NA
XAA-030 XAA XA 30 Alistipes_shahii_62199 0 3237 followup 623 NA NA
XAA-030 XAA XA 30 Anaeroglobus_geminatus_62348 0 3237 post-abx 50 NA NA
XAA-030 XAA XA 30 Bacteroides_uniformis_57318 0.000380780536631 3237 speciesNotColonized NA TRUE 623
XAA-030 XAA XA 30 Bacteroides_vulgatus_57955 0.000608323917115 3237 speciesNotColonized NA TRUE 454
XAA-030 XAA XA 30 Bifidobacterium_animalis_58116 0 3237 followup 623 NA NA
XAA-030 XAA XA 30 Bifidobacterium_longum_57796 0 3237 speciesNotColonized NA TRUE 454
XAA-030 XAA XA 30 Blautia_wexlerae_56130 0.000319111132878 3237 speciesNotColonized NA TRUE 28
XAA-030 XAA XA 30 Butyricicoccus_pullicaecorum_59455 0 3237 followup 225 NA NA
XAA-030 XAA XA 30 Campylobacter_concisus_59753 0 3237 abx 35 NA NA
XAA-030 XAA XA 30 Campylobacter_concisus_62542 0.000315545450701 3237 abx 35 NA NA
XAA-030 XAA XA 30 Campylobacter_gracilis_61787 0 3237 post-abx 37 NA NA
XAA-030 XAA XA 30 Campylobacter_sp_62066 0 3237 abx 35 NA NA
XAA-030 XAA XA 30 Clostridium_lentocellum_62000 0 3237 post-abx 50 NA NA
XAA-030 XAA XA 30 Clostridium_nexile_61654 0 3237 followup 488 NA NA
XAA-030 XAA XA 30 Clostridium_sp_61556 0 3237 post-abx 57 NA NA
XAA-030 XAA XA 30 Collinsella_aerofaciens_61484 0 3237 followup 522 NA NA
XAA-030 XAA XA 30 Collinsella_sp_62205 0 3237 followup 555 NA NA
XAA-030 XAA XA 30 Dialister_invisus_61905 0 3237 post-abx 42 NA NA
XAA-030 XAA XA 30 Enterococcus_casseliflavus_56514 0 3237 post-abx 39 NA NA
XAA-030 XAA XA 30 Escherichia_coli_57907 0 3237 followup 652 NA NA
XAA-030 XAA XA 30 Eubacterium_eligens_61678 0 3237 followup 225 NA NA
XAA-030 XAA XA 30 Faecalibacterium_cf_62236 0 3237 speciesNotColonized NA TRUE 623
XAA-030 XAA XA 30 Fusobacterium_nucleatum_57450 0 3237 post-abx 39 NA NA
XAA-030 XAA XA 30 Fusobacterium_nucleatum_57855 0 3237 post-abx 36 NA NA
XAA-030 XAA XA 30 Intestinimonas_butyriciproducens_60001 0 3237 followup 623 NA NA
XAA-030 XAA XA 30 Klebsiella_pneumoniae_54788 0 3237 post-abx 50 NA NA
XAA-030 XAA XA 30 Megasphaera_micronuciformis_62167 0 3237 post-abx 37 NA NA
XAA-030 XAA XA 30 Parabacteroides_distasonis_56985 0 3237 speciesNotColonized NA TRUE 590
XAA-030 XAA XA 30 Prevotella_buccae_56058 0 3237 post-abx 39 NA NA
XAA-030 XAA XA 30 Ruminococcus_callidus_61479 0 3237 followup 590 NA NA
XAA-030 XAA XA 30 Ruminococcus_sp_55468 0.0604024700956 3237 speciesNotColonized NA TRUE 623
XAA-030 XAA XA 30 Streptococcus_australis_62469 0.0129547404897 3237 abx 30 NA NA
XAA-030 XAA XA 30 Streptococcus_salivarius_58037 0.000328493909443 3237 followup 623 NA NA
XAA-030 XAA XA 30 Streptococcus_sp_57750 0.027961332174 3237 abx 30 NA NA
XAA-031 XAA XA 31 Adlercreutzia_equolifaciens_60310 0 6083 followup 555 NA NA
XAA-031 XAA XA 31 Alistipes_onderdonkii_55464 0 6083 speciesNotColonized NA TRUE 623
XAA-031 XAA XA 31 Alistipes_putredinis_61533 0 6083 followup 623 NA NA
XAA-031 XAA XA 31 Alistipes_shahii_62199 0 6083 followup 623 NA NA
XAA-031 XAA XA 31 Anaeroglobus_geminatus_62348 0 6083 post-abx 50 NA NA
XAA-031 XAA XA 31 Bacteroides_uniformis_57318 0 6083 speciesNotColonized NA TRUE 623
XAA-031 XAA XA 31 Bacteroides_vulgatus_57955 0 6083 speciesNotColonized NA TRUE 454
XAA-031 XAA XA 31 Bifidobacterium_animalis_58116 0 6083 followup 623 NA NA
XAA-031 XAA XA 31 Bifidobacterium_longum_57796 0 6083 speciesNotColonized NA TRUE 454
XAA-031 XAA XA 31 Blautia_wexlerae_56130 0.00158562895734 6083 speciesNotColonized NA TRUE 28
XAA-031 XAA XA 31 Butyricicoccus_pullicaecorum_59455 0 6083 followup 225 NA NA
XAA-031 XAA XA 31 Campylobacter_concisus_59753 0 6083 abx 35 NA NA
XAA-031 XAA XA 31 Campylobacter_concisus_62542 0 6083 abx 35 NA NA
XAA-031 XAA XA 31 Campylobacter_gracilis_61787 0 6083 post-abx 37 NA NA
XAA-031 XAA XA 31 Campylobacter_sp_62066 0 6083 abx 35 NA NA
XAA-031 XAA XA 31 Clostridium_lentocellum_62000 0 6083 post-abx 50 NA NA
XAA-031 XAA XA 31 Clostridium_nexile_61654 0 6083 followup 488 NA NA
XAA-031 XAA XA 31 Clostridium_sp_61556 0 6083 post-abx 57 NA NA
XAA-031 XAA XA 31 Collinsella_aerofaciens_61484 0 6083 followup 522 NA NA
XAA-031 XAA XA 31 Collinsella_sp_62205 0 6083 followup 555 NA NA
XAA-031 XAA XA 31 Dialister_invisus_61905 0 6083 post-abx 42 NA NA
XAA-031 XAA XA 31 Enterococcus_casseliflavus_56514 0 6083 post-abx 39 NA NA
XAA-031 XAA XA 31 Escherichia_coli_57907 0 6083 followup 652 NA NA
XAA-031 XAA XA 31 Eubacterium_eligens_61678 0 6083 followup 225 NA NA
XAA-031 XAA XA 31 Faecalibacterium_cf_62236 0 6083 speciesNotColonized NA TRUE 623
XAA-031 XAA XA 31 Fusobacterium_nucleatum_57450 0 6083 post-abx 39 NA NA
XAA-031 XAA XA 31 Fusobacterium_nucleatum_57855 0 6083 post-abx 36 NA NA
XAA-031 XAA XA 31 Intestinimonas_butyriciproducens_60001 0 6083 followup 623 NA NA
XAA-031 XAA XA 31 Klebsiella_pneumoniae_54788 0 6083 post-abx 50 NA NA
XAA-031 XAA XA 31 Megasphaera_micronuciformis_62167 0 6083 post-abx 37 NA NA
XAA-031 XAA XA 31 Parabacteroides_distasonis_56985 0 6083 speciesNotColonized NA TRUE 590
XAA-031 XAA XA 31 Prevotella_buccae_56058 0 6083 post-abx 39 NA NA
XAA-031 XAA XA 31 Ruminococcus_callidus_61479 0 6083 followup 590 NA NA
XAA-031 XAA XA 31 Ruminococcus_sp_55468 0.00876792479339 6083 speciesNotColonized NA TRUE 623
XAA-031 XAA XA 31 Streptococcus_australis_62469 0.00166377750215 6083 abx 30 NA NA
XAA-031 XAA XA 31 Streptococcus_salivarius_58037 0 6083 followup 623 NA NA
XAA-031 XAA XA 31 Streptococcus_sp_57750 0.00698716151289 6083 abx 30 NA NA
XAA-034 XAA XA 34 Adlercreutzia_equolifaciens_60310 0 8298 followup 555 NA NA
XAA-034 XAA XA 34 Alistipes_onderdonkii_55464 0 8298 speciesNotColonized NA TRUE 623
XAA-034 XAA XA 34 Alistipes_putredinis_61533 0 8298 followup 623 NA NA
XAA-034 XAA XA 34 Alistipes_shahii_62199 0 8298 followup 623 NA NA
XAA-034 XAA XA 34 Anaeroglobus_geminatus_62348 0 8298 post-abx 50 NA NA
XAA-034 XAA XA 34 Bacteroides_uniformis_57318 0 8298 speciesNotColonized NA TRUE 623
XAA-034 XAA XA 34 Bacteroides_vulgatus_57955 0 8298 speciesNotColonized NA TRUE 454
XAA-034 XAA XA 34 Bifidobacterium_animalis_58116 0 8298 followup 623 NA NA
XAA-034 XAA XA 34 Bifidobacterium_longum_57796 0 8298 speciesNotColonized NA TRUE 454
XAA-034 XAA XA 34 Blautia_wexlerae_56130 0 8298 speciesNotColonized NA TRUE 28
XAA-034 XAA XA 34 Butyricicoccus_pullicaecorum_59455 0 8298 followup 225 NA NA
XAA-034 XAA XA 34 Campylobacter_concisus_59753 0.000112218737022 8298 abx 35 NA NA
XAA-034 XAA XA 34 Campylobacter_concisus_62542 0 8298 abx 35 NA NA
XAA-034 XAA XA 34 Campylobacter_gracilis_61787 0 8298 post-abx 37 NA NA
XAA-034 XAA XA 34 Campylobacter_sp_62066 0.000384900321093 8298 abx 35 NA NA
XAA-034 XAA XA 34 Clostridium_lentocellum_62000 0 8298 post-abx 50 NA NA
XAA-034 XAA XA 34 Clostridium_nexile_61654 0 8298 followup 488 NA NA
XAA-034 XAA XA 34 Clostridium_sp_61556 0 8298 post-abx 57 NA NA
XAA-034 XAA XA 34 Collinsella_aerofaciens_61484 0 8298 followup 522 NA NA
XAA-034 XAA XA 34 Collinsella_sp_62205 0 8298 followup 555 NA NA
XAA-034 XAA XA 34 Dialister_invisus_61905 0 8298 post-abx 42 NA NA
XAA-034 XAA XA 34 Enterococcus_casseliflavus_56514 0 8298 post-abx 39 NA NA
XAA-034 XAA XA 34 Escherichia_coli_57907 0 8298 followup 652 NA NA
XAA-034 XAA XA 34 Eubacterium_eligens_61678 0 8298 followup 225 NA NA
XAA-034 XAA XA 34 Faecalibacterium_cf_62236 0 8298 speciesNotColonized NA TRUE 623
XAA-034 XAA XA 34 Fusobacterium_nucleatum_57450 0 8298 post-abx 39 NA NA
XAA-034 XAA XA 34 Fusobacterium_nucleatum_57855 0 8298 post-abx 36 NA NA
XAA-034 XAA XA 34 Intestinimonas_butyriciproducens_60001 0 8298 followup 623 NA NA
XAA-034 XAA XA 34 Klebsiella_pneumoniae_54788 0 8298 post-abx 50 NA NA
XAA-034 XAA XA 34 Megasphaera_micronuciformis_62167 0 8298 post-abx 37 NA NA
XAA-034 XAA XA 34 Parabacteroides_distasonis_56985 0 8298 speciesNotColonized NA TRUE 590
XAA-034 XAA XA 34 Prevotella_buccae_56058 0 8298 post-abx 39 NA NA
XAA-034 XAA XA 34 Ruminococcus_callidus_61479 0 8298 followup 590 NA NA
XAA-034 XAA XA 34 Ruminococcus_sp_55468 0 8298 speciesNotColonized NA TRUE 623
XAA-034 XAA XA 34 Streptococcus_australis_62469 0.000360423447859 8298 abx 30 NA NA
XAA-034 XAA XA 34 Streptococcus_salivarius_58037 0 8298 followup 623 NA NA
XAA-034 XAA XA 34 Streptococcus_sp_57750 0.000788373537003 8298 abx 30 NA NA
XAA-035 XAA XA 35 Adlercreutzia_equolifaciens_60310 0 12344 followup 555 NA NA
XAA-035 XAA XA 35 Alistipes_onderdonkii_55464 0 12344 speciesNotColonized NA TRUE 623
XAA-035 XAA XA 35 Alistipes_putredinis_61533 0 12344 followup 623 NA NA
XAA-035 XAA XA 35 Alistipes_shahii_62199 0 12344 followup 623 NA NA
XAA-035 XAA XA 35 Anaeroglobus_geminatus_62348 0 12344 post-abx 50 NA NA
XAA-035 XAA XA 35 Bacteroides_uniformis_57318 0 12344 speciesNotColonized NA TRUE 623
XAA-035 XAA XA 35 Bacteroides_vulgatus_57955 0 12344 speciesNotColonized NA TRUE 454
XAA-035 XAA XA 35 Bifidobacterium_animalis_58116 0 12344 followup 623 NA NA
XAA-035 XAA XA 35 Bifidobacterium_longum_57796 0 12344 speciesNotColonized NA TRUE 454
XAA-035 XAA XA 35 Blautia_wexlerae_56130 0.000335113201294 12344 speciesNotColonized NA TRUE 28
XAA-035 XAA XA 35 Butyricicoccus_pullicaecorum_59455 0 12344 followup 225 NA NA
XAA-035 XAA XA 35 Campylobacter_concisus_59753 0.00116963029178 12344 abx 35 NA NA
XAA-035 XAA XA 35 Campylobacter_concisus_62542 0.00104896047073 12344 abx 35 NA NA
XAA-035 XAA XA 35 Campylobacter_gracilis_61787 0.000375082645771 12344 post-abx 37 NA NA
XAA-035 XAA XA 35 Campylobacter_sp_62066 0.00146828184369 12344 abx 35 NA NA
XAA-035 XAA XA 35 Clostridium_lentocellum_62000 0 12344 post-abx 50 NA NA
XAA-035 XAA XA 35 Clostridium_nexile_61654 0 12344 followup 488 NA NA
XAA-035 XAA XA 35 Clostridium_sp_61556 0 12344 post-abx 57 NA NA
XAA-035 XAA XA 35 Collinsella_aerofaciens_61484 0 12344 followup 522 NA NA
XAA-035 XAA XA 35 Collinsella_sp_62205 0 12344 followup 555 NA NA
XAA-035 XAA XA 35 Dialister_invisus_61905 0 12344 post-abx 42 NA NA
XAA-035 XAA XA 35 Enterococcus_casseliflavus_56514 0 12344 post-abx 39 NA NA
XAA-035 XAA XA 35 Escherichia_coli_57907 0 12344 followup 652 NA NA
XAA-035 XAA XA 35 Eubacterium_eligens_61678 0 12344 followup 225 NA NA
XAA-035 XAA XA 35 Faecalibacterium_cf_62236 0 12344 speciesNotColonized NA TRUE 623
XAA-035 XAA XA 35 Fusobacterium_nucleatum_57450 0 12344 post-abx 39 NA NA
XAA-035 XAA XA 35 Fusobacterium_nucleatum_57855 0 12344 post-abx 36 NA NA
XAA-035 XAA XA 35 Intestinimonas_butyriciproducens_60001 0 12344 followup 623 NA NA
XAA-035 XAA XA 35 Klebsiella_pneumoniae_54788 0 12344 post-abx 50 NA NA
XAA-035 XAA XA 35 Megasphaera_micronuciformis_62167 0 12344 post-abx 37 NA NA
XAA-035 XAA XA 35 Parabacteroides_distasonis_56985 0 12344 speciesNotColonized NA TRUE 590
XAA-035 XAA XA 35 Prevotella_buccae_56058 0 12344 post-abx 39 NA NA
XAA-035 XAA XA 35 Ruminococcus_callidus_61479 0 12344 followup 590 NA NA
XAA-035 XAA XA 35 Ruminococcus_sp_55468 0.000255689375359 12344 speciesNotColonized NA TRUE 623
XAA-035 XAA XA 35 Streptococcus_australis_62469 0 12344 abx 30 NA NA
XAA-035 XAA XA 35 Streptococcus_salivarius_58037 0 12344 followup 623 NA NA
XAA-035 XAA XA 35 Streptococcus_sp_57750 9.49859912707e-05 12344 abx 30 NA NA
XAA-036 XAA XA 36 Adlercreutzia_equolifaciens_60310 0 13569 followup 555 NA NA
XAA-036 XAA XA 36 Alistipes_onderdonkii_55464 0.000395657289908 13569 speciesNotColonized NA TRUE 623
XAA-036 XAA XA 36 Alistipes_putredinis_61533 0 13569 followup 623 NA NA
XAA-036 XAA XA 36 Alistipes_shahii_62199 0 13569 followup 623 NA NA
XAA-036 XAA XA 36 Anaeroglobus_geminatus_62348 0 13569 post-abx 50 NA NA
XAA-036 XAA XA 36 Bacteroides_uniformis_57318 0.000361902690474 13569 speciesNotColonized NA TRUE 623
XAA-036 XAA XA 36 Bacteroides_vulgatus_57955 0.00049301725023 13569 speciesNotColonized NA TRUE 454
XAA-036 XAA XA 36 Bifidobacterium_animalis_58116 0 13569 followup 623 NA NA
XAA-036 XAA XA 36 Bifidobacterium_longum_57796 0 13569 speciesNotColonized NA TRUE 454
XAA-036 XAA XA 36 Blautia_wexlerae_56130 0.000349795219624 13569 speciesNotColonized NA TRUE 28
XAA-036 XAA XA 36 Butyricicoccus_pullicaecorum_59455 0 13569 followup 225 NA NA
XAA-036 XAA XA 36 Campylobacter_concisus_59753 0.00173172889605 13569 abx 35 NA NA
XAA-036 XAA XA 36 Campylobacter_concisus_62542 0.00147555824072 13569 abx 35 NA NA
XAA-036 XAA XA 36 Campylobacter_gracilis_61787 0.000724697791146 13569 post-abx 37 NA NA
XAA-036 XAA XA 36 Campylobacter_sp_62066 0.00114875032874 13569 abx 35 NA NA
XAA-036 XAA XA 36 Clostridium_lentocellum_62000 0 13569 post-abx 50 NA NA
XAA-036 XAA XA 36 Clostridium_nexile_61654 0 13569 followup 488 NA NA
XAA-036 XAA XA 36 Clostridium_sp_61556 0 13569 post-abx 57 NA NA
XAA-036 XAA XA 36 Collinsella_aerofaciens_61484 0 13569 followup 522 NA NA
XAA-036 XAA XA 36 Collinsella_sp_62205 0 13569 followup 555 NA NA
XAA-036 XAA XA 36 Dialister_invisus_61905 0 13569 post-abx 42 NA NA
XAA-036 XAA XA 36 Enterococcus_casseliflavus_56514 0 13569 post-abx 39 NA NA
